product_name,category,price,quantity,total_sales,discount,order_date,customer_rating,payment_method,supplier_name,profit,customer_segment,region,city,customer_id,product_id,order_id,supplier_id
Sofa Cover,Home & Kitchen,1549.63,1,1549.63,25,2024/11/27,3,COD,Zojirushi,309.926,Retail,North,Jaipur,CUSID0459,PROD0459,ORD00459,SUPID0459
Educational Book,Books,23520.5,5,117602.5,16,2024/04/26,1.2,Debit Card,Kodansha,23520.5,Wholesale,North,Delhi,CUSID0460,PROD0460,ORD00460,SUPID0460
Face Cream,Beauty,18729.61,1,18729.61,16,2024/04/03,1,COD,Shiseido,3745.922,Wholesale,East,Kolkata,CUSID0461,PROD0461,ORD00461,SUPID0461
Self-Help Book,Books,18085.73,3,54257.19,9,2024/07/12,4.1,Net Banking,Kodansha,10851.438,Online,East,Kolkata,CUSID0462,PROD0462,ORD00462,SUPID0462
Lipstick,Beauty,29844.59,3,89533.77,11,2024/06/28,3.9,Credit Card,Shiseido,17906.754,Wholesale,East,Kolkata,CUSID0463,PROD0463,ORD00463,SUPID0463
Tablet,Electronics,12964.52,2,25929.04,8,2024/11/23,2.7,Wallet,Panasonic,5185.808,Wholesale,West,Ahemdabad,CUSID0464,PROD0464,ORD00464,SUPID0464
Tablet,Electronics,43431.64,5,217158.2,10,2024/06/20,4.4,Credit Card,Panasonic,43431.64,Wholesale,East,Kolkata,CUSID0465,PROD0465,ORD00465,SUPID0465
Smartwatch,Electronics,31005.06,4,124020.24,17,2024/07/22,4,Net Banking,Panasonic,24804.048,Retail,North,Jaipur,CUSID0466,PROD0466,ORD00466,SUPID0466
Face Cream,Beauty,16010.24,3,48030.72,24,2024/11/21,1.6,Net Banking,Shiseido,9606.144,Retail,West,Ahemdabad,CUSID0467,PROD0467,ORD00467,SUPID0467
Headphones,Electronics,18451.91,5,92259.55,19,2024/09/12,4.9,UPI,Panasonic,18451.91,Wholesale,East,Kolkata,CUSID0468,PROD0468,ORD00468,SUPID0468
Smartwatch,Electronics,31793.09,4,127172.36,7,2024/02/19,4.8,COD,Sony,25434.472,Online,North,Jaipur,CUSID0469,PROD0469,ORD00469,SUPID0469
T-Shirt,Clothing,36666.62,4,146666.48,27,2024/09/28,2.1,Net Banking,Uniqlo,29333.296,Retail,West,Ahemdabad,CUSID0470,PROD0470,ORD00470,SUPID0470
Smartphone,Electronics,38681.26,1,38681.26,12,2024/07/17,2,COD,Sony,7736.252,Online,East,Kolkata,CUSID0471,PROD0471,ORD00471,SUPID0471
Cookware Set,Home & Kitchen,29493.06,3,88479.18,24,2024/07/24,4.2,Credit Card,Zojirushi,17695.836,Wholesale,East,Kolkata,CUSID0472,PROD0472,ORD00472,SUPID0472
Bedsheet,Home & Kitchen,30009.2,2,60018.4,20,2024/06/13,3,Debit Card,Zojirushi,12003.68,Wholesale,East,Kolkata,CUSID0473,PROD0473,ORD00473,SUPID0473
T-Shirt,Clothing,23089.32,2,46178.64,17,2024/09/29,3.1,Net Banking,Uniqlo,9235.728,Retail,West,Ahemdabad,CUSID0474,PROD0474,ORD00474,SUPID0474
Sofa Cover,Home & Kitchen,32460.13,4,129840.52,22,2024/04/28,3.7,Credit Card,Zojirushi,25968.104,Wholesale,North,Jaipur,CUSID0475,PROD0475,ORD00475,SUPID0475
Smartwatch,Electronics,29509.14,3,88527.42,14,2024/12/15,4.1,Net Banking,Panasonic,17705.484,Retail,North,Jaipur,CUSID0476,PROD0476,ORD00476,SUPID0476
Educational Book,Books,5528.69,3,16586.07,23,2024/09/11,4.2,Debit Card,Kodansha,3317.214,Wholesale,South,Bengaluru,CUSID0477,PROD0477,ORD00477,SUPID0477
Fiction Novel,Books,11864.67,5,59323.35,21,2024/09/13,2.8,Net Banking,Kodansha,11864.67,Wholesale,East,Kolkata,CUSID0478,PROD0478,ORD00478,SUPID0478
Sofa Cover,Home & Kitchen,14273.74,2,28547.48,28,2024/12/19,3.8,Net Banking,Zojirushi,5709.496,Retail,South,Bengaluru,CUSID0479,PROD0479,ORD00479,SUPID0479
Educational Book,Books,26806.06,3,80418.18,23,2024/07/19,4.3,Wallet,Kodansha,16083.636,Retail,South,Chennai,CUSID0480,PROD0480,ORD00480,SUPID0480
Jacket,Clothing,18757.07,4,75028.28,30,2024/11/16,4.2,UPI,Uniqlo,15005.656,Retail,North,Delhi,CUSID0481,PROD0481,ORD00481,SUPID0481
Self-Help Book,Books,19661.09,4,78644.36,27,2024/06/01,2.5,Net Banking,Kodansha,15728.872,Wholesale,West,Mumbai,CUSID0482,PROD0482,ORD00482,SUPID0482
Self-Help Book,Books,27434.25,1,27434.25,30,2024/03/02,3.8,COD,Kodansha,5486.85,Wholesale,West,Mumbai,CUSID0483,PROD0483,ORD00483,SUPID0483
Educational Book,Books,6322.42,4,25289.68,9,2024/08/30,4,UPI,Kodansha,5057.936,Online,North,Delhi,CUSID0484,PROD0484,ORD00484,SUPID0484
Comic Book,Books,4316.82,2,8633.64,30,2024/05/02,3.6,Credit Card,Kodansha,1726.728,Retail,West,Ahemdabad,CUSID0485,PROD0485,ORD00485,SUPID0485
Dress,Clothing,45426.39,4,181705.56,25,2024/10/31,2.8,Net Banking,Uniqlo,36341.112,Wholesale,South,Bengaluru,CUSID0486,PROD0486,ORD00486,SUPID0486
Laptop,Electronics,14971.45,3,44914.35,27,2024/06/02,4.5,UPI,Sony,8982.87,Wholesale,East,Kolkata,CUSID0487,PROD0487,ORD00487,SUPID0487
Bedsheet,Home & Kitchen,12245.12,2,24490.24,13,2024/08/27,4.5,COD,Zojirushi,4898.048,Retail,North,Jaipur,CUSID0488,PROD0488,ORD00488,SUPID0488
Cookbook,Books,48405.89,4,193623.56,16,2024/03/31,4.9,Wallet,Kodansha,38724.712,Online,East,Kolkata,CUSID0489,PROD0489,ORD00489,SUPID0489
Hair Dryer,Beauty,12757.67,5,63788.35,25,2024/11/19,3.3,UPI,Shiseido,12757.67,Retail,West,Mumbai,CUSID0490,PROD0490,ORD00490,SUPID0490
Dress,Clothing,33071.09,2,66142.18,5,2024/10/05,3.5,COD,Uniqlo,13228.436,Online,East,Kolkata,CUSID0491,PROD0491,ORD00491,SUPID0491
Hair Dryer,Beauty,4869.56,1,4869.56,30,2024/04/04,1.9,UPI,Shiseido,973.912,Wholesale,West,Ahemdabad,CUSID0492,PROD0492,ORD00492,SUPID0492
T-Shirt,Clothing,45127.31,4,180509.24,30,2025/01/15,4.2,COD,Uniqlo,36101.848,Online,West,Ahemdabad,CUSID0493,PROD0493,ORD00493,SUPID0493
Bedsheet,Home & Kitchen,8867.72,1,8867.72,5,2024/10/01,4.3,Net Banking,Zojirushi,1773.544,Wholesale,South,Bengaluru,CUSID0494,PROD0494,ORD00494,SUPID0494
Cookware Set,Home & Kitchen,31749.94,1,31749.94,19,2024/05/25,3.1,COD,Zojirushi,6349.988,Retail,West,Ahemdabad,CUSID0495,PROD0495,ORD00495,SUPID0495
Shampoo,Beauty,40944.77,2,81889.54,6,2024/11/03,2.9,Credit Card,Shiseido,16377.908,Retail,South,Chennai,CUSID0496,PROD0496,ORD00496,SUPID0496
Table Lamp,Home & Kitchen,20859.61,4,83438.44,26,2024/04/24,4.9,Wallet,Zojirushi,16687.688,Retail,South,Chennai,CUSID0497,PROD0497,ORD00497,SUPID0497
Educational Book,Books,6884.74,5,34423.7,20,2024/08/12,1.4,Net Banking,Kodansha,6884.74,Online,South,Bengaluru,CUSID0498,PROD0498,ORD00498,SUPID0498
Jeans,Clothing,40238.5,3,120715.5,29,2024/07/21,3.9,Wallet,Uniqlo,24143.1,Wholesale,North,Delhi,CUSID0499,PROD0499,ORD00499,SUPID0499
Smartphone,Electronics,10422.28,5,52111.4,12,2024/06/26,3.5,Net Banking,Panasonic,10422.28,Retail,North,Jaipur,CUSID0500,PROD0500,ORD00500,SUPID0500
Self-Help Book,Books,13862.56,1,13862.56,17,2024/12/31,1.6,Wallet,Kodansha,2772.512,Retail,West,Mumbai,CUSID0501,PROD0501,ORD00501,SUPID0501
Face Cream,Beauty,35911.22,4,143644.88,25,2024/09/12,4.1,Credit Card,Shiseido,28728.976,Wholesale,South,Bengaluru,CUSID0502,PROD0502,ORD00502,SUPID0502
Jacket,Clothing,16523.69,3,49571.07,5,2024/08/17,2.8,Credit Card,Uniqlo,9914.214,Retail,North,Jaipur,CUSID0503,PROD0503,ORD00503,SUPID0503
Lipstick,Beauty,6566.03,5,32830.15,20,2024/04/20,2.6,COD,Shiseido,6566.03,Wholesale,South,Bengaluru,CUSID0504,PROD0504,ORD00504,SUPID0504
Bedsheet,Home & Kitchen,18799.05,3,56397.15,11,2025/02/01,4.3,UPI,Zojirushi,11279.43,Wholesale,East,Kolkata,CUSID0505,PROD0505,ORD00505,SUPID0505
Headphones,Electronics,8436.71,5,42183.55,9,2024/04/13,4.9,Wallet,Sony,8436.71,Wholesale,East,Kolkata,CUSID0506,PROD0506,ORD00506,SUPID0506
Cookware Set,Home & Kitchen,19380.5,4,77522,26,2024/06/23,3.3,UPI,Zojirushi,15504.4,Wholesale,East,Kolkata,CUSID0507,PROD0507,ORD00507,SUPID0507
Lipstick,Beauty,20228.05,3,60684.15,27,2025/02/01,1.2,UPI,Shiseido,12136.83,Wholesale,West,Ahemdabad,CUSID0508,PROD0508,ORD00508,SUPID0508
Laptop,Electronics,28606.86,5,143034.3,7,2024/08/16,4.8,UPI,Panasonic,28606.86,Online,South,Chennai,CUSID0509,PROD0509,ORD00509,SUPID0509
Fiction Novel,Books,16803.76,4,67215.04,16,2024/05/26,4,Wallet,Kodansha,13443.008,Retail,East,Kolkata,CUSID0510,PROD0510,ORD00510,SUPID0510
Face Cream,Beauty,18093.34,5,90466.7,30,2025/01/21,4.2,Credit Card,Shiseido,18093.34,Online,North,Delhi,CUSID0511,PROD0511,ORD00511,SUPID0511
Tablet,Electronics,31737.13,5,158685.65,20,2024/04/12,4,Net Banking,Sony,31737.13,Retail,East,Kolkata,CUSID0512,PROD0512,ORD00512,SUPID0512
Lipstick,Beauty,49861.17,3,149583.51,23,2024/09/24,2.5,UPI,Shiseido,29916.702,Online,East,Kolkata,CUSID0513,PROD0513,ORD00513,SUPID0513
Educational Book,Books,21233.35,1,21233.35,9,2024/09/02,1.7,COD,Kodansha,4246.67,Wholesale,East,Kolkata,CUSID0514,PROD0514,ORD00514,SUPID0514
Sofa Cover,Home & Kitchen,776.91,5,3884.55,26,2024/07/16,4.2,COD,Zojirushi,776.91,Retail,West,Ahemdabad,CUSID0515,PROD0515,ORD00515,SUPID0515
Lipstick,Beauty,25542.71,1,25542.71,29,2024/12/14,2.2,UPI,Shiseido,5108.542,Retail,North,Jaipur,CUSID0516,PROD0516,ORD00516,SUPID0516
Sneakers,Clothing,10818.28,5,54091.4,18,2024/07/22,1.6,UPI,Uniqlo,10818.28,Online,South,Bengaluru,CUSID0517,PROD0517,ORD00517,SUPID0517
Tablet,Electronics,45801.19,5,229005.95,9,2024/10/24,2.4,Credit Card,Panasonic,45801.19,Online,North,Delhi,CUSID0518,PROD0518,ORD00518,SUPID0518
Face Cream,Beauty,6963.56,2,13927.12,19,2024/12/06,3.3,Debit Card,Shiseido,2785.424,Retail,South,Bengaluru,CUSID0519,PROD0519,ORD00519,SUPID0519
Smartphone,Electronics,37082.11,1,37082.11,21,2024/06/12,4.4,UPI,Sony,7416.422,Online,West,Ahemdabad,CUSID0520,PROD0520,ORD00520,SUPID0520
Cookbook,Books,6842.69,1,6842.69,18,2024/06/04,3.6,UPI,Kodansha,1368.538,Online,West,Mumbai,CUSID0521,PROD0521,ORD00521,SUPID0521
Perfume,Beauty,7283.96,1,7283.96,24,2024/04/08,2,COD,Shiseido,1456.792,Online,West,Mumbai,CUSID0522,PROD0522,ORD00522,SUPID0522
Cookware Set,Home & Kitchen,218.58,5,1092.9,9,2024/04/20,4.8,Wallet,Zojirushi,218.58,Wholesale,West,Mumbai,CUSID0523,PROD0523,ORD00523,SUPID0523
Laptop,Electronics,38689.7,3,116069.1,16,2024/09/28,1.9,Debit Card,Panasonic,23213.82,Wholesale,South,Bengaluru,CUSID0524,PROD0524,ORD00524,SUPID0524
Table Lamp,Home & Kitchen,8863.97,2,17727.94,20,2024/09/26,4.5,UPI,Zojirushi,3545.588,Online,East,Kolkata,CUSID0525,PROD0525,ORD00525,SUPID0525
Sneakers,Clothing,12472.17,5,62360.85,30,2024/04/23,1.9,UPI,Uniqlo,12472.17,Online,South,Chennai,CUSID0526,PROD0526,ORD00526,SUPID0526
Jeans,Clothing,8734.44,1,8734.44,30,2024/10/26,2.5,Debit Card,Uniqlo,1746.888,Wholesale,North,Jaipur,CUSID0527,PROD0527,ORD00527,SUPID0527
Perfume,Beauty,32422.04,5,162110.2,20,2024/02/18,1.9,Net Banking,Shiseido,32422.04,Wholesale,West,Ahemdabad,CUSID0528,PROD0528,ORD00528,SUPID0528
Laptop,Electronics,45532.34,5,227661.7,25,2024/04/28,3.6,Credit Card,Sony,45532.34,Retail,West,Ahemdabad,CUSID0529,PROD0529,ORD00529,SUPID0529
Face Cream,Beauty,22534.8,4,90139.2,11,2024/08/30,1.4,COD,Shiseido,18027.84,Retail,North,Delhi,CUSID0530,PROD0530,ORD00530,SUPID0530
Self-Help Book,Books,26058.55,1,26058.55,8,2024/10/28,2,UPI,Kodansha,5211.71,Wholesale,South,Bengaluru,CUSID0531,PROD0531,ORD00531,SUPID0531
Bedsheet,Home & Kitchen,13348.84,2,26697.68,5,2024/07/27,4.2,COD,Zojirushi,5339.536,Online,East,Kolkata,CUSID0532,PROD0532,ORD00532,SUPID0532
Table Lamp,Home & Kitchen,46792.3,1,46792.3,9,2024/06/16,4.9,Credit Card,Zojirushi,9358.46,Online,East,Kolkata,CUSID0533,PROD0533,ORD00533,SUPID0533
Sofa Cover,Home & Kitchen,15764.25,4,63057,27,2024/05/12,4,COD,Zojirushi,12611.4,Online,North,Jaipur,CUSID0534,PROD0534,ORD00534,SUPID0534
Smartwatch,Electronics,45019,5,225095,30,2025/01/07,4.7,COD,Panasonic,45019,Online,East,Kolkata,CUSID0535,PROD0535,ORD00535,SUPID0535
Dress,Clothing,42794.4,4,171177.6,14,2024/06/25,4.6,COD,Uniqlo,34235.52,Retail,South,Bengaluru,CUSID0536,PROD0536,ORD00536,SUPID0536
Educational Book,Books,492.53,1,492.53,26,2024/04/15,4.4,Credit Card,Kodansha,98.506,Wholesale,South,Chennai,CUSID0537,PROD0537,ORD00537,SUPID0537
Sofa Cover,Home & Kitchen,30721.51,4,122886.04,9,2024/07/28,3.4,Wallet,Zojirushi,24577.208,Online,North,Jaipur,CUSID0538,PROD0538,ORD00538,SUPID0538
Cookware Set,Home & Kitchen,17162.64,3,51487.92,8,2024/07/12,4.7,COD,Zojirushi,10297.584,Retail,South,Chennai,CUSID0539,PROD0539,ORD00539,SUPID0539
Cookbook,Books,45888.54,3,137665.62,6,2024/04/08,2,Credit Card,Kodansha,27533.124,Online,West,Ahemdabad,CUSID0540,PROD0540,ORD00540,SUPID0540
Table Lamp,Home & Kitchen,49052.43,3,147157.29,24,2024/12/02,4.5,Debit Card,Zojirushi,29431.458,Wholesale,North,Jaipur,CUSID0541,PROD0541,ORD00541,SUPID0541
Sofa Cover,Home & Kitchen,2435.97,1,2435.97,14,2024/03/30,2.3,Credit Card,Zojirushi,487.194,Retail,South,Bengaluru,CUSID0542,PROD0542,ORD00542,SUPID0542
Table Lamp,Home & Kitchen,48128.02,4,192512.08,30,2024/05/13,3.2,Wallet,Zojirushi,38502.416,Wholesale,North,Jaipur,CUSID0543,PROD0543,ORD00543,SUPID0543
Perfume,Beauty,47111.56,5,235557.8,23,2024/04/30,2.9,UPI,Shiseido,47111.56,Wholesale,East,Kolkata,CUSID0544,PROD0544,ORD00544,SUPID0544
Educational Book,Books,8091.3,5,40456.5,30,2024/08/14,2,Credit Card,Kodansha,8091.3,Retail,South,Bengaluru,CUSID0545,PROD0545,ORD00545,SUPID0545
Bedsheet,Home & Kitchen,43217.1,5,216085.5,5,2024/12/18,2.6,Debit Card,Zojirushi,43217.1,Retail,West,Mumbai,CUSID0546,PROD0546,ORD00546,SUPID0546
Jacket,Clothing,35592.76,2,71185.52,28,2024/05/06,4.6,Debit Card,Uniqlo,14237.104,Retail,South,Chennai,CUSID0547,PROD0547,ORD00547,SUPID0547
Hair Dryer,Beauty,9534.89,5,47674.45,9,2024/07/14,4.2,Net Banking,Shiseido,9534.89,Retail,North,Delhi,CUSID0548,PROD0548,ORD00548,SUPID0548
Shampoo,Beauty,46990.87,4,187963.48,17,2024/04/02,1.7,COD,Shiseido,37592.696,Retail,North,Jaipur,CUSID0549,PROD0549,ORD00549,SUPID0549
Table Lamp,Home & Kitchen,31137.03,5,155685.15,8,2024/12/29,2.6,Credit Card,Zojirushi,31137.03,Retail,South,Bengaluru,CUSID0550,PROD0550,ORD00550,SUPID0550
Laptop,Electronics,35821.16,4,143284.64,20,2025/02/07,2.1,Debit Card,Panasonic,28656.928,Retail,West,Ahemdabad,CUSID0551,PROD0551,ORD00551,SUPID0551
Shampoo,Beauty,28156.95,5,140784.75,28,2024/05/06,2.7,UPI,Shiseido,28156.95,Online,West,Mumbai,CUSID0552,PROD0552,ORD00552,SUPID0552
Lipstick,Beauty,9335.19,2,18670.38,20,2024/11/28,3.9,COD,Shiseido,3734.076,Wholesale,West,Mumbai,CUSID0553,PROD0553,ORD00553,SUPID0553
T-Shirt,Clothing,25114.77,2,50229.54,27,2024/08/07,3.6,COD,Uniqlo,10045.908,Retail,North,Jaipur,CUSID0554,PROD0554,ORD00554,SUPID0554
Lipstick,Beauty,19961.03,3,59883.09,6,2024/11/28,2.9,Credit Card,Shiseido,11976.618,Online,South,Bengaluru,CUSID0555,PROD0555,ORD00555,SUPID0555
Laptop,Electronics,38488.04,2,76976.08,21,2024/08/04,1.1,UPI,Sony,15395.216,Online,East,Kolkata,CUSID0556,PROD0556,ORD00556,SUPID0556
Perfume,Beauty,20202.56,5,101012.8,24,2024/05/17,3.6,Credit Card,Shiseido,20202.56,Online,North,Jaipur,CUSID0557,PROD0557,ORD00557,SUPID0557
Headphones,Electronics,39008.37,3,117025.11,28,2024/09/21,2.2,Net Banking,Sony,23405.022,Wholesale,West,Ahemdabad,CUSID0558,PROD0558,ORD00558,SUPID0558
Perfume,Beauty,9946.27,1,9946.27,16,2024/12/19,1.1,Credit Card,Shiseido,1989.254,Retail,South,Bengaluru,CUSID0559,PROD0559,ORD00559,SUPID0559
T-Shirt,Clothing,7994.76,5,39973.8,22,2024/09/23,1.5,Debit Card,Uniqlo,7994.76,Online,West,Mumbai,CUSID0560,PROD0560,ORD00560,SUPID0560
Cookware Set,Home & Kitchen,6341.62,3,19024.86,7,2024/12/06,4.4,Credit Card,Zojirushi,3804.972,Wholesale,East,Kolkata,CUSID0561,PROD0561,ORD00561,SUPID0561
Jeans,Clothing,37503.57,4,150014.28,5,2024/04/03,1.8,COD,Uniqlo,30002.856,Wholesale,West,Mumbai,CUSID0562,PROD0562,ORD00562,SUPID0562
Fiction Novel,Books,36760.35,1,36760.35,5,2024/08/27,1.5,Credit Card,Kodansha,7352.07,Wholesale,West,Ahemdabad,CUSID0563,PROD0563,ORD00563,SUPID0563
Jacket,Clothing,38023.86,5,190119.3,23,2024/07/22,2.1,Credit Card,Uniqlo,38023.86,Online,East,Kolkata,CUSID0564,PROD0564,ORD00564,SUPID0564
Dress,Clothing,17983.34,1,17983.34,15,2024/02/20,1.5,COD,Uniqlo,3596.668,Retail,South,Bengaluru,CUSID0565,PROD0565,ORD00565,SUPID0565
Bedsheet,Home & Kitchen,25457.34,5,127286.7,9,2024/05/11,4.3,UPI,Zojirushi,25457.34,Online,North,Jaipur,CUSID0566,PROD0566,ORD00566,SUPID0566
Self-Help Book,Books,26220.67,4,104882.68,16,2024/04/30,3.3,Net Banking,Kodansha,20976.536,Online,South,Bengaluru,CUSID0567,PROD0567,ORD00567,SUPID0567
Educational Book,Books,48670.07,1,48670.07,7,2025/02/01,4.2,UPI,Kodansha,9734.014,Retail,East,Kolkata,CUSID0568,PROD0568,ORD00568,SUPID0568
Smartphone,Electronics,12197.36,5,60986.8,5,2025/01/10,3.5,Debit Card,Sony,12197.36,Retail,West,Mumbai,CUSID0569,PROD0569,ORD00569,SUPID0569
Tablet,Electronics,14488.22,4,57952.88,5,2024/12/25,2.7,Net Banking,Panasonic,11590.576,Retail,South,Chennai,CUSID0570,PROD0570,ORD00570,SUPID0570
Table Lamp,Home & Kitchen,33547.94,2,67095.88,12,2025/01/15,1.1,Net Banking,Zojirushi,13419.176,Wholesale,North,Delhi,CUSID0571,PROD0571,ORD00571,SUPID0571
Sneakers,Clothing,4800.26,5,24001.3,14,2024/03/23,2.2,UPI,Uniqlo,4800.26,Retail,East,Kolkata,CUSID0572,PROD0572,ORD00572,SUPID0572
Cookware Set,Home & Kitchen,36429.57,4,145718.28,15,2024/04/08,4.6,Credit Card,Zojirushi,29143.656,Online,South,Bengaluru,CUSID0573,PROD0573,ORD00573,SUPID0573
Tablet,Electronics,29775.43,4,119101.72,16,2024/02/17,4.6,Debit Card,Sony,23820.344,Retail,North,Delhi,CUSID0574,PROD0574,ORD00574,SUPID0574
Perfume,Beauty,10736.32,3,32208.96,17,2024/07/15,3.7,UPI,Shiseido,6441.792,Online,East,Kolkata,CUSID0575,PROD0575,ORD00575,SUPID0575
Self-Help Book,Books,8005.02,5,40025.1,16,2024/05/10,2.5,UPI,Kodansha,8005.02,Wholesale,North,Delhi,CUSID0576,PROD0576,ORD00576,SUPID0576
Perfume,Beauty,32078.48,3,96235.44,18,2024/03/27,4.5,Credit Card,Shiseido,19247.088,Online,East,Kolkata,CUSID0577,PROD0577,ORD00577,SUPID0577
Smartwatch,Electronics,31277.18,1,31277.18,6,2024/09/10,3,Debit Card,Panasonic,6255.436,Online,West,Mumbai,CUSID0578,PROD0578,ORD00578,SUPID0578
Headphones,Electronics,31094.13,1,31094.13,23,2024/11/03,2.7,UPI,Sony,6218.826,Retail,South,Chennai,CUSID0579,PROD0579,ORD00579,SUPID0579
Comic Book,Books,15881.67,4,63526.68,22,2025/01/19,4.3,Wallet,Kodansha,12705.336,Retail,North,Delhi,CUSID0580,PROD0580,ORD00580,SUPID0580
Jacket,Clothing,16129.77,4,64519.08,7,2024/06/19,1,Debit Card,Uniqlo,12903.816,Online,East,Kolkata,CUSID0581,PROD0581,ORD00581,SUPID0581
Hair Dryer,Beauty,39478.69,5,197393.45,27,2024/11/24,2.7,Credit Card,Shiseido,39478.69,Retail,North,Delhi,CUSID0582,PROD0582,ORD00582,SUPID0582
Comic Book,Books,29635.8,3,88907.4,21,2025/01/16,1.2,Credit Card,Kodansha,17781.48,Wholesale,North,Delhi,CUSID0583,PROD0583,ORD00583,SUPID0583
Smartwatch,Electronics,7892.27,2,15784.54,30,2024/05/02,1.1,Net Banking,Sony,3156.908,Wholesale,South,Bengaluru,CUSID0584,PROD0584,ORD00584,SUPID0584
Tablet,Electronics,45112.24,3,135336.72,12,2024/11/13,4.7,Wallet,Sony,27067.344,Retail,West,Mumbai,CUSID0585,PROD0585,ORD00585,SUPID0585
Jeans,Clothing,26527.78,4,106111.12,30,2024/02/15,3.7,Net Banking,Uniqlo,21222.224,Wholesale,North,Delhi,CUSID0586,PROD0586,ORD00586,SUPID0586
Cookware Set,Home & Kitchen,37170.4,5,185852,14,2024/05/08,3.7,Debit Card,Zojirushi,37170.4,Retail,East,Kolkata,CUSID0587,PROD0587,ORD00587,SUPID0587
Jeans,Clothing,47535.79,5,237678.95,30,2024/02/15,1.8,Debit Card,Uniqlo,47535.79,Online,East,Kolkata,CUSID0588,PROD0588,ORD00588,SUPID0588
Bedsheet,Home & Kitchen,30252.89,4,121011.56,6,2024/12/16,4.1,Wallet,Zojirushi,24202.312,Online,West,Mumbai,CUSID0589,PROD0589,ORD00589,SUPID0589
Sneakers,Clothing,3126.9,3,9380.7,23,2024/10/30,1.9,COD,Uniqlo,1876.14,Wholesale,East,Kolkata,CUSID0590,PROD0590,ORD00590,SUPID0590
Self-Help Book,Books,40295.47,3,120886.41,13,2024/04/29,2.8,UPI,Kodansha,24177.282,Retail,West,Ahemdabad,CUSID0591,PROD0591,ORD00591,SUPID0591
Perfume,Beauty,462,4,1848,11,2024/06/18,3.4,COD,Shiseido,369.6,Retail,East,Kolkata,CUSID0592,PROD0592,ORD00592,SUPID0592
Lipstick,Beauty,22475.54,3,67426.62,8,2024/03/15,1.6,UPI,Shiseido,13485.324,Wholesale,South,Bengaluru,CUSID0593,PROD0593,ORD00593,SUPID0593
Headphones,Electronics,19218.55,2,38437.1,30,2024/09/20,4.5,Wallet,Panasonic,7687.42,Online,North,Jaipur,CUSID0594,PROD0594,ORD00594,SUPID0594
Smartwatch,Electronics,31162.39,5,155811.95,25,2024/04/16,3.4,Credit Card,Sony,31162.39,Wholesale,South,Chennai,CUSID0595,PROD0595,ORD00595,SUPID0595
Hair Dryer,Beauty,16017.54,1,16017.54,22,2024/06/15,3.5,UPI,Shiseido,3203.508,Online,North,Delhi,CUSID0596,PROD0596,ORD00596,SUPID0596
Cookware Set,Home & Kitchen,19008.81,4,76035.24,17,2024/07/05,4.2,COD,Zojirushi,15207.048,Retail,North,Delhi,CUSID0597,PROD0597,ORD00597,SUPID0597
Headphones,Electronics,22353.43,3,67060.29,15,2024/12/02,1.3,Debit Card,Sony,13412.058,Online,North,Delhi,CUSID0598,PROD0598,ORD00598,SUPID0598
Mixer Grinder,Home & Kitchen,30122.28,5,150611.4,28,2025/01/30,4.8,UPI,Zojirushi,30122.28,Wholesale,South,Chennai,CUSID0599,PROD0599,ORD00599,SUPID0599
Tablet,Electronics,7289.72,5,36448.6,8,2024/05/29,1.9,Wallet,Sony,7289.72,Retail,North,Jaipur,CUSID0600,PROD0600,ORD00600,SUPID0600
Smartwatch,Electronics,32122.43,4,128489.72,29,2024/02/22,2.8,COD,Sony,25697.944,Wholesale,South,Chennai,CUSID0601,PROD0601,ORD00601,SUPID0601
Sneakers,Clothing,43852.34,3,131557.02,25,2024/04/24,4.2,Net Banking,Uniqlo,26311.404,Wholesale,West,Ahemdabad,CUSID0602,PROD0602,ORD00602,SUPID0602
Bedsheet,Home & Kitchen,23005.86,1,23005.86,29,2024/07/18,4.8,Credit Card,Zojirushi,4601.172,Online,East,Kolkata,CUSID0603,PROD0603,ORD00603,SUPID0603
Sneakers,Clothing,48580.6,1,48580.6,8,2024/10/09,3,UPI,Uniqlo,9716.12,Wholesale,East,Kolkata,CUSID0604,PROD0604,ORD00604,SUPID0604
Face Cream,Beauty,10320.87,5,51604.35,14,2025/02/05,2.8,Wallet,Shiseido,10320.87,Online,North,Jaipur,CUSID0605,PROD0605,ORD00605,SUPID0605
Cookware Set,Home & Kitchen,43149.24,1,43149.24,9,2024/07/06,1.9,UPI,Zojirushi,8629.848,Retail,South,Bengaluru,CUSID0606,PROD0606,ORD00606,SUPID0606
Self-Help Book,Books,567.81,4,2271.24,13,2025/01/17,4.5,Wallet,Kodansha,454.248,Online,East,Kolkata,CUSID0607,PROD0607,ORD00607,SUPID0607
Comic Book,Books,6705.43,5,33527.15,28,2024/09/01,4.5,Wallet,Kodansha,6705.43,Retail,South,Chennai,CUSID0608,PROD0608,ORD00608,SUPID0608
T-Shirt,Clothing,29974.35,5,149871.75,7,2025/01/01,3.1,Wallet,Uniqlo,29974.35,Online,South,Chennai,CUSID0609,PROD0609,ORD00609,SUPID0609
Tablet,Electronics,5739.3,4,22957.2,21,2024/07/15,4.6,Credit Card,Sony,4591.44,Wholesale,North,Jaipur,CUSID0610,PROD0610,ORD00610,SUPID0610
Jeans,Clothing,21417.72,4,85670.88,7,2024/07/20,4.5,Debit Card,Uniqlo,17134.176,Online,East,Kolkata,CUSID0611,PROD0611,ORD00611,SUPID0611
